Ortsnetzkennzahl;Ortsnetzname;KennzeichenAktiv
4203;Weyhe b Bremen;1
4204;Thedinghausen;1
4205;Ottersberg;1
4206;Stuhr-Heiligenrode;1
4207;Oyten;1
4208;Grasberg;1
4209;Schwanewede;1
421;Bremen;1
4221;Delmenhorst;1
4222;Ganderkesee;1
4223;Ganderkesee-Bookholzberg;1
4224;Gross Ippener;1
4230;Verden-Walle;1
4231;Verden Aller;1
4232;Langwedel Kr Verden;1
4233;Blender;1
4234;Dörverden;1
4235;Langwedel-Etelsen;1
4236;Kirchlinteln;1
4237;Bendingbostel;1
4238;Neddenaverbergen;1
4239;Dörverden-Westen;1
4240;Syke-Heiligenfelde;1
4241;Bassum;1
4242;Syke;1
4243;Twistringen;1
4244;Harpstedt;1
4245;Neuenkirchen b Bassum;1
4246;Twistringen-Heiligenloh;1
4247;Affinghausen;1
4248;Bassum-Neubruchhausen;1
4249;Bassum-Nordwohlde;1
4251;Hoya;1
4252;Bruchhausen-Vilsen;1
4253;Asendorf Kr Diepholz;1
4254;Eystrup;1
4255;Martfeld;1
4256;Hilgermissen;1
4257;Schweringen;1
4258;Schwarme;1
4260;Visselhövede-Wittorf;1
4261;Rotenburg Wümme;1
4262;Visselhövede;1
4263;Scheessel;1
4264;Sottrum Kr Rotenburg;1
4265;Fintel;1
4266;Brockel;1
4267;Lauenbrück;1
4268;Bötersen;1
4269;Ahausen-Kirchwalsede;1
4271;Sulingen;1
4272;Siedenburg;1
4273;Kirchdorf b Sulingen;1
4274;Varrel b Sulingen;1
4275;Ehrenburg;1
4276;Borstel b Sulingen;1
4277;Schwaförden;1
4281;Zeven;1
4282;Sittensen;1
4283;Tarmstedt;1
4284;Selsingen;1
4285;Rhade b Zeven;1
4286;Gyhum;1
4287;Heeslingen-Boitzen;1
4288;Horstedt Kr Rotenburg;1
4289;Kirchtimke;1
4292;Ritterhude;1
4293;Ottersberg-Fischerhude;1
4294;Riede Kr Verden;1
4295;Emtinghausen;1
4296;Schwanewede-Aschwarden;1
4297;Ottersberg-Posthausen;1
4298;Lilienthal;1
4302;Kirchbarkau;1
4303;Schlesen;1
4305;Westensee;1
4307;Raisdorf;1
4308;Schwedeneck;1
431;Kiel;1
4320;Heidmühlen;1
4321;Neumünster;1
4322;Bordesholm;1
4323;Bornhöved;1
4324;Brokstedt;1
4326;Wankendorf;1
4327;Grossenaspe;1
4328;Rickling;1
4329;Langwedel Holst;1
4330;Emkendorf;1
4331;Rendsburg;1
4332;Hamdorf b Rendsburg;1
4333;Erfde;1
4334;Bredenbek b Rendsburg;1
4335;Hohn b Rendsburg;1
4336;Owschlag;1
4337;Jevenstedt;1
4338;Alt Duvenstedt;1
4339;Christiansholm;1
4340;Achterwehr;1
4342;Preetz Kr Plön;1
4343;Laboe;1
4344;Schönberg Holstein;1
4346;Gettorf;1
4347;Flintbek;1
4348;Schönkirchen;1
4349;Dänischenhagen;1
4351;Eckernförde;1
4352;Damp;1
4353;Ascheffel;1
4354;Fleckeby;1
4355;Rieseby;1
4356;Gross Wittensee;1
4357;Sehestedt Eider;1
4358;Loose b Eckernförde;1
4361;Oldenburg in Holstein;1
4362;Heiligenhafen;1
4363;Lensahn;1
4364;Dahme Kr Ostholstein;1
4365;Heringsdorf Holst;1
4366;Grömitz-Cismar;1
4367;Grossenbrode;1
4371;Burg auf Fehmarn;1
4372;Westfehmarn;1
4381;Lütjenburg;1
4382;Wangels;1
4383;Grebin;1
4384;Selent;1
4385;Hohenfelde b Kiel;1
4392;Nortorf b Neumünster;1
4393;Boostedt;1
4394;Bokhorst;1
4401;Brake Unterweser;1
4402;Rastede;1
4403;Bad Zwischenahn;1
4404;Elsfleth;1
4405;Edewecht;1
4406;Berne;1
4407;Wardenburg;1
4408;Hude Oldenburg;1
4409;Westerstede-Ocholt;1
441;Oldenburg (Oldb);1
4421;Wilhelmshaven;1
4422;Sande Kr Friesl;1
4423;Fedderwarden;1
4425;Wangerland-Hooksiel;1
4426;Wangerland-Horumersiel;1
4431;Wildeshausen;1
4432;Dötlingen-Brettorf;1
4433;Dötlingen;1
4434;Colnrade;1
4435;Grossenkneten;1
4441;Vechta;1
4442;Lohne Oldenburg;1
4443;Dinklage;1
4444;Goldenstedt;1
4445;Visbek Kr Vechta;1
4446;Bakum Kr Vechta;1
4447;Vechta-Langförden;1
4451;Varel Jadebusen;1
4452;Zetel-Neuenburg;1
4453;Zetel;1
4454;Jade;1
4455;Jade-Schweiburg;1
4456;Varel-Altjührden;1
4458;Wiefelstede-Spohle;1
4461;Jever;1
4462;Wittmund;1
4463;Wangerland;1
4464;Wittmund-Carolinensiel;1
4465;Friedeburg Ostfriesl;1
4466;Wittmund-Ardorf;1
4467;Wittmund-Funnix;1
4468;Friedeburg-Reepsholt;1
4469;Wangerooge;1
4471;Cloppenburg;1
4472;Lastrup;1
4473;Emstek;1
4474;Garrel;1
4475;Molbergen;1
4477;Lastrup-Hemmelte;1
4478;Cappeln Oldenburg;1
4479;Molbergen-Peheim;1
4480;Ovelgönne-Strückhausen;1
4481;Hatten-Sandkrug;1
4482;Hatten;1
4483;Ovelgönne-Großenmeer;1
4484;Hude-Wüsting;1
4485;Elsfleth-Huntorf;1
4486;Edewecht-Friedrichsfehn;1
4487;Grossenkneten-Huntlosen;1
4488;Westerstede;1
4489;Apen;1
4491;Friesoythe;1
4492;Saterland;1
4493;Friesoythe-Gehlenberg;1
4494;Bösel Oldenburg;1
4495;Friesoythe-Thüle;1
4496;Friesoythe-Markhausen;1
4497;Barßel-Harkebrügge;1
4498;Saterland-Ramsloh;1
4499;Barssel;1
4501;Kastorf Holst;1
4502;Lübeck-Travemünde;1
4503;Timmendorfer Strand;1
4504;Ratekau;1
4505;Stockelsdorf-Curau;1
4506;Stockelsdorf-Krumbeck;1
4508;Krummesse;1
4509;Groß Grönau;1
451;Lübeck;1
4521;Eutin;1
4522;Plön;1
4523;Malente;1
4524;Scharbeutz-Pönitz;1
4525;Ahrensbök;1
4526;Ascheberg Holstein;1
4527;Bosau;1
4528;Schönwalde am Bungsberg;1
4529;Süsel-Bujendorf;1
4531;Bad Oldesloe;1
4532;Bargteheide;1
4533;Reinfeld Holstein;1
4534;Steinburg Kr Storman;1
4535;Nahe;1
4536;Steinhorst Lauenb;1
4537;Sülfeld Holst;1
4539;Westerau;1
4541;Ratzeburg;1
4542;Mölln Lauenb;1
4543;Nusse;1
4544;Berkenthin;1
4545;Seedorf Lauenb;1
4546;Mustin Lauenburg;1
4547;Gudow Lauenb;1
4550;Bühnsdorf;1
4551;Bad Segeberg;1
4552;Leezen;1
4553;Geschendorf;1
4554;Wahlstedt;1
4555;Seedorf b Bad Segeberg;1
4556;Ahrensbök-Gnissau;1
4557;Blunk;1
4558;Todesfelde;1
4559;Wensin;1
4561;Neustadt in Holstein;1
4562;Grömitz;1
4563;Scharbeutz-Haffkrug;1
4564;Schashagen;1
4602;Freienwill;1
4603;Havetoft;1
4604;Grossenwiehe;1
4605;Medelby;1
4606;Wanderup;1
4607;Janneby;1
4608;Handewitt;1
4609;Eggebek;1
461;Flensburg;1
4621;Schleswig;1
4622;Taarstedt;1
4623;Böklund;1
4624;Kropp;1
4625;Jübek;1
4626;Treia;1
4627;Dörpstedt;1
4630;Barderup;1
4631;Glücksburg Ostsee;1
4632;Steinbergkirche;1
4633;Satrup;1
4634;Husby;1
4635;Sörup;1
4636;Langballig;1
4637;Sterup;1
4638;Tarp;1
4639;Schafflund;1
4641;Süderbrarup;1
4642;Kappeln Schlei;1
4643;Gelting Angeln;1
4644;Karby;1
4646;Mohrkirch;1
4651;Sylt;1
4661;Niebüll;1
4662;Leck;1
4663;Süderlügum;1
4664;Neukirchen b Niebüll;1
4665;Emmelsbüll-Horsbüll;1
4666;Ladelund;1
4667;Dagebüll;1
4668;Klanxbüll;1
4671;Bredstedt;1
4672;Langenhorn;1
4673;Joldelund;1
4674;Ockholm;1
4681;Wyk auf Föhr;1
4682;Amrum;1
4683;Oldsum;1
4684;Langeneß Hallig;1
4702;Sandstedt;1
4703;Loxstedt-Donnern;1
4704;Drangstedt;1
4705;Wremen;1
4706;Schiffdorf;1
4707;Langen-Neuenwalde;1
4708;Ringstedt;1
471;Bremerhaven;1
4721;Cuxhaven;1
4722;Cuxhaven-Altenbruch;1
4723;Cuxhaven-Altenwalde;1
4724;Cuxhaven-Lüdingworth;1
4725;Helgoland;1
4731;Nordenham;1
4732;Stadland-Rodenkirchen;1
4733;Butjadingen-Burhave;1
4734;Stadland-Seefeld;1
4735;Butjadingen-Stollhamm;1
4736;Butjadingen-Tossens;1
4737;Stadland-Schwei;1
4740;Loxstedt-Dedesdorf;1
4741;Nordholz b Bremerhaven;1
4742;Dorum;1
4743;Langen b Bremerhaven;1
4744;Loxstedt;1
4745;Bad Bederkesa;1
4746;Hagen b Bremerhaven;1
4747;Beverstedt;1
4748;Stubben b Bremerhaven;1
4749;Schiffdorf-Geestenseth;1
4751;Otterndorf;1
4752;Neuhaus Oste;1
4753;Balje;1
4754;Bülkau;1
4755;Ihlienworth;1
4756;Odisheim;1
4757;Wanna;1
4758;Nordleda;1
4761;Bremervörde;1
4762;Kutenholz;1
4763;Gnarrenburg;1
4764;Gnarrenburg-Klenkendorf;1
4765;Ebersdorf b Bremervörde;1
4766;Basdahl;1
4767;Bremervörde-Bevern;1
4768;Hipstedt;1
4769;Bremervörde-Iselersheim;1
4770;Wischhafen;1
4771;Hemmoor;1
4772;Oberndorf Oste;1
4773;Lamstedt;1
4774;Hechthausen;1
4775;Grossenwörden;1
4776;Osten-Altendorf;1
4777;Cadenberge;1
4778;Wingst;1
4779;Freiburg Elbe;1
4791;Osterholz-Scharmbeck;1
4792;Worpswede;1
4793;Hambergen;1
4794;Worpswede-Ostersode;1
4795;Garlstedt;1
4796;Teufelsmoor;1
4802;Wrohm;1
4803;Pahlen;1
4804;Nordhastedt;1
4805;Schafstedt;1
4806;Sarzbüttel;1
481;Heide Holst;1
4821;Itzehoe;1
4822;Kellinghusen;1
4823;Wilster;1
4824;Krempe;1
4825;Burg Dithmarschen;1
4826;Hohenlockstedt;1
4827;Wacken;1
4828;Lägerdorf;1
4829;Wewelsfleth;1
4830;Süderhastedt;1
4832;Meldorf;1
4833;Wesselburen;1
4834;Büsum;1
4835;Albersdorf Holst;1
4836;Hennstedt Dithm;1
4837;Neuenkirchen Dithm;1
4838;Tellingstedt;1
4839;Wöhrden Dithm;1
4841;Husum Nordsee;1
4842;Nordstrand;1
4843;Viöl;1
4844;Pellworm;1
4845;Ostenfeld Husum;1
4846;Hattstedt;1
4847;Oster-Ohrstedt;1
4848;Rantrum;1
4849;Hooge;1
4851;Marne;1
4852;Brunsbüttel;1
4853;Sankt Michaelisdonn;1
4854;Friedrichskoog;1
4855;Eddelak;1
4856;Kronprinzenkoog;1
4857;Barlt;1
4858;Sankt Margarethen Holst;1
4859;Windbergen;1
4861;Tönning;1
4862;Garding;1
4863;Sankt Peter-Ording;1
4864;Oldenswort;1
4865;Osterhever;1
4871;Hohenwestedt;1
4872;Hanerau-Hademarschen;1
4873;Aukrug;1
4874;Todenbüttel;1
4875;Stafstedt;1
4876;Reher Holst;1
4877;Hennstedt b Itzehoe;1
4881;Friedrichstadt;1
4882;Lunden;1
4883;Süderstapel;1
4884;Schwabstedt;1
4885;Bergenhusen;1
4892;Schenefeld Mittelholst;1
4893;Hohenaspe;1
4902;Jemgum-Ditzum;1
4903;Wymeer;1
491;Leer Ostfriesland;1
4920;Wirdum;1
4921;Emden Stadt;1
4922;Borkum;1
4923;Krummhörn-Pewsum;1
4924;Moormerland-Oldersum;1
4925;Hinte;1
4926;Krummhörn-Greetsiel;1
4927;Krummhörn-Loquard;1
4928;Ihlow-Riepe;1
4929;Ihlow Kr Aurich;1
4931;Norden;1
4932;Norderney;1
4933;Dornum Ostfriesl;1
4934;Marienhafe;1
4935;Juist;1
4936;Grossheide;1
4938;Hagermarsch;1
4939;Baltrum;1
4941;Aurich;1
4942;Südbrookmerland;1
4943;Grossefehn;1
4944;Wiesmoor;1
4945;Grossefehn-Timmel;1
4946;Grossefehn-Bagband;1
4947;Aurich-Ogenbargen;1
4948;Wiesmoor-Marcardsmoor;1
4950;Holtland;1
4951;Weener;1
4952;Rhauderfehn;1
4953;Bunde;1
4954;Moormerland;1
4955;Westoverledingen;1
4956;Uplengen;1
4957;Detern;1
4958;Jemgum;1
4959;Dollart;1
4961;Papenburg;1
4962;Papenburg-Aschendorf;1
4963;Dörpen;1
4964;Rhede Ems;1
4965;Surwold;1
4966;Neubörger;1
4967;Rhauderfehn-Burlage;1
4968;Neulehe;1
4971;Esens;1
4972;Langeoog;1
4973;Wittmund-Burhafe;1
4974;Neuharlingersiel;1
4975;Westerholt Ostfriesl;1
4976;Spiekeroog;1
4977;Blomberg Ostfriesl;1
5021;Nienburg Weser;1
5022;Wietzen;1
5023;Liebenau Kr Nieburg Weser;1
5024;Rohrsen Kr Nienburg Weser;1
5025;Estorf Weser;1
5026;Steimbke;1
5027;Linsburg;1
5028;Pennigsehl;1
5031;Wunstorf;1
5032;Neustadt am Rübenberge;1
5033;Wunstorf-Grossenheidorn;1
5034;Neustadt-Hagen;1
5035;Gross Munzel;1
5036;Neustadt-Schneeren;1
5037;Bad Rehburg;1
5041;Springe Deister;1
5042;Bad Münder am Deister;1
5043;Lauenau;1
5044;Springe-Eldagsen;1
5045;Springe-Bennigsen;1
5051;Bergen Kr Celle;1
5052;Hermannsburg;1
5053;Faßberg-Müden;1
5054;Bergen-Sülze;1
5055;Fassberg;1
5056;Winsen-Meissendorf;1
5060;Bodenburg;1
5062;Holle b Hildesheim;1
5063;Bad Salzdetfurth;1
5064;Groß Düngen;1
5065;Sibbesse;1
5066;Sarstedt;1
5067;Bockenem;1
5068;Elze Leine;1
5069;Nordstemmen;1
5071;Schwarmstedt;1
5072;Neustadt-Mandelsloh;1
5073;Neustadt-Esperke;1
5074;Rodewald;1
5082;Langlingen;1
5083;Hohne b Celle;1
5084;Hambühren;1
5085;Burgdorf-Ehlershausen;1
5086;Celle-Scheuen;1
5101;Pattensen;1
5102;Laatzen;1
5103;Wennigsen Deister;1
5105;Barsinghausen;1
5108;Gehrden Han;1
5109;Ronnenberg;1
511;Hannover;1
5121;Hildesheim;1
5123;Schellerten;1
5126;Algermissen;1
5127;Harsum;1
5128;Hohenhameln;1
5129;Söhlde;1
5130;Wedemark;1
5131;Garbsen;1
5132;Lehrte;1
5135;Burgwedel-Fuhrberg;1
5136;Burgdorf Kr Hannover;1
5137;Seelze;1
5138;Sehnde;1
5139;Burgwedel;1
5141;Celle;1
5142;Eschede;1
5143;Winsen Aller;1
5144;Wathlingen;1
5145;Beedenbostel;1
5146;Wietze;1
5147;Uetze-Hänigsen;1
5148;Steinhorst Niedersachs;1
5149;Wienhausen;1
5151;Hameln;1
5152;Hessisch Oldendorf;1
5153;Salzhemmendorf;1
5154;Aerzen;1
5155;Emmerthal;1
5156;Coppenbrügge;1
5157;Emmerthal-Börry;1
5158;Hemeringen;1
5159;Coppenbrügge-Bisperode;1
5161;Walsrode;1
5162;Fallingbostel;1
5163;Fallingbostel-Dorfmark;1
5164;Hodenhagen;1
5165;Rethem Aller;1
5166;Walsrode-Kirchboitzen;1
5167;Walsrode-Westenholz;1
5168;Walsrode-Stellichte;1
5171;Peine;1
5172;Ilsede;1
5173;Uetze;1
5174;Lahstedt;1
5175;Lehrte-Arpke;1
5176;Edemissen;1
5177;Edemissen-Abbensen;1
5181;Alfeld Leine;1
5182;Gronau Leine;1
5183;Lamspringe;1
5184;Freden Leine;1
5185;Duingen;1
5186;Salzhemmendorf-Wallensen;1
5187;Delligsen;1
5190;Soltau-Emmingen;1
5191;Soltau;1
5192;Munster;1
5193;Schneverdingen;1
5194;Bispingen;1
5195;Neuenkirchen b Soltau;1
5196;Wietzendorf;1
5197;Soltau-Frielingen;1
5198;Schneverdingen-Wintermoor;1
5199;Schneverdingen-Heber;1
5201;Halle Westf;1
5202;Oerlinghausen;1
5203;Werther Westf;1
5204;Steinhagen Westf;1
5205;Bielefeld-Sennestadt;1
5206;Bielefeld-Jöllenbeck;1
5207;Schloss Holte-Stukenbrock;1
5208;Leopoldshöhe;1
5209;Gütersloh-Friedrichsdorf;1
521;Bielefeld;1
5221;Herford;1
5222;Bad Salzuflen;1
5223;Bünde;1
5224;Enger Westf;1
5225;Spenge;1
5226;Bruchmühlen Westf;1
5228;Vlotho-Exter;1
5231;Detmold;1
5232;Lage Lippe;1
5233;Steinheim Westf;1
5234;Horn-Bad Meinberg;1
5235;Blomberg Lippe;1
5236;Blomberg-Grossenmarpe;1
5237;Augustdorf;1
5238;Nieheim-Himmighausen;1
5241;Gütersloh;1
5242;Rheda-Wiedenbrück;1
5244;Rietberg;1
5245;Herzebrock-Clarholz;1
5246;Verl;1
5247;Harsewinkel;1
5248;Langenberg Kr Gütersloh;1
5250;Delbrück Westf;1
5251;Paderborn;1
5252;Bad Lippspringe;1
5253;Bad Driburg;1
5254;Paderborn-Schloss Neuhaus;1
5255;Altenbeken;1
5257;Hövelhof;1
5258;Salzkotten;1
5259;Bad Driburg-Neuenheerse;1
5261;Lemgo;1
5262;Extertal;1
5263;Barntrup;1
5264;Kalletal;1
5265;Dörentrup;1
5266;Lemgo-Kirchheide;1
5271;Höxter;1
5272;Brakel Westf;1
5273;Beverungen;1
5274;Nieheim;1
5275;Höxter-Ottbergen;1
5276;Marienmünster;1
5277;Höxter-Fürstenau;1
5278;Höxter-Ovenhausen;1
5281;Bad Pyrmont;1
5282;Schieder-Schwalenberg;1
5283;Lügde-Rischenau;1
5284;Schwalenberg;1
5285;Bad Pyrmont-Kleinenberg;1
5286;Ottenstein Niedersachs;1
5292;Lichtenau-Atteln;1
5293;Paderborn-Dahl;1
5294;Hövelhof-Espeln;1
5295;Lichtenau Westf;1
5300;Salzgitter-Üfingen;1
5301;Lehre-Essenrode;1
5302;Vechelde;1
5303;Wendeburg;1
5304;Meine;1
5305;Sickte;1
5306;Cremlingen;1
5307;Braunschweig-Wenden;1
5308;Lehre;1
5309;Lehre-Wendhausen;1
531;Braunschweig;1
5320;Torfhaus;1
5321;Goslar;1
5322;Bad Harzburg;1
5323;Clausthal-Zellerfeld;1
5324;Vienenburg;1
5325;Goslar-Hahnenklee;1
5326;Langelsheim;1
5327;Bad Grund Harz;1
5328;Altenau Harz;1
5329;Schulenberg im Oberharz;1
5331;Wolfenbüttel;1
5332;Schöppenstedt;1
5333;Dettum;1
5334;Hornburg Kr Wolfenbüttel;1
5335;Schladen;1
5336;Semmenstedt;1
5337;Kissenbrück;1
5339;Gielde;1
5341;Salzgitter;1
5344;Lengede;1
5345;Baddeckenstedt;1
5346;Liebenburg;1
5347;Burgdorf b Salzgitter;1
5351;Helmstedt;1
5352;Schöningen;1
5353;Königslutter am Elm;1
5354;Jerxheim;1
5355;Frellstedt;1
5356;Helmstedt-Barmke;1
5357;Grasleben;1
5358;Bahrdorf-Mackendorf;1
5361;Wolfsburg;1
5362;Wolfsburg-Fallersleben;1
5363;Wolfsburg-Vorsfelde;1
5364;Velpke;1
5365;Wolfsburg-Neindorf;1
5366;Jembke;1
5367;Rühen;1
5368;Parsau;1
5371;Gifhorn;1
5372;Meinersen;1
5373;Hillerse Kr Gifhorn;1
5374;Isenbüttel;1
5375;Müden Aller;1
5376;Wesendorf Kr Gifhorn;1
5377;Ehra-Lessien;1
5378;Sassenburg-Platendorf;1
5379;Sassenburg-Grussendorf;1
5381;Seesen;1
5382;Bad Gandersheim;1
5383;Lutter am Barenberge;1
5384;Seesen-Groß Rhüden;1
5401;Georgsmarienhütte;1
5402;Bissendorf Kr Osnabrück;1
5403;Bad Iburg;1
5404;Westerkappeln;1
5405;Hasbergen Kr Osnabrück;1
5406;Belm;1
5407;Wallenhorst;1
5409;Hilter am Teutoburger Wald;1
541;Osnabrück;1
5421;Dissen am Teutoburger Wald;1
5422;Melle;1
5423;Versmold;1
5424;Bad Rothenfelde;1
5425;Borgholzhausen;1
5426;Glandorf;1
5427;Melle-Buer;1
5428;Melle-Neuenkirchen;1
5429;Melle-Wellingholzhausen;1
5431;Quakenbrück;1
5432;Löningen;1
5433;Badbergen;1
5434;Essen Oldenburg;1
5435;Berge b Quakenbrück;1
5436;Nortrup;1
5437;Menslage;1
5438;Bakum-Lüsche;1
5439;Bersenbrück;1
5441;Diepholz;1
5442;Barnstorf Kr Diepholz;1
5443;Lemförde;1
5444;Wagenfeld;1
5445;Drebber;1
5446;Rehden;1
5447;Lembruch;1
5448;Barver;1
5451;Ibbenbüren;1
5452;Mettingen Westf;1
5453;Recke;1
5454;Hörstel-Riesenbeck;1
5455;Tecklenburg-Brochterbeck;1
5456;Westerkappeln-Velpe;1
5457;Hopsten-Schale;1
5458;Hopsten;1
5459;Hörstel;1
5461;Bramsche Hase;1
5462;Ankum;1
5464;Alfhausen;1
5465;Neuenkirchen b Bramsche;1
5466;Merzen;1
5467;Voltlage;1
5468;Bramsche-Engter;1
5471;Bohmte;1
5472;Bad Essen;1
5473;Ostercappeln;1
5474;Stemwede-Dielingen;1
5475;Bohmte-Hunteburg;1
5476;Ostercappeln-Venne;1
5481;Lengerich Westf;1
5482;Tecklenburg;1
5483;Lienen;1
5484;Lienen-Kattenvenne;1
5485;Ladbergen;1
5491;Damme Dümmer;1
5492;Steinfeld Oldenburg;1
5493;Neuenkirchen Kr Vechta;1
5494;Holdorf Niedersachs;1
5495;Vörden Kr Vechta;1
5502;Dransfeld;1
5503;Nörten-Hardenberg;1
5504;Friedland Kr Göttingen;1
5505;Hardegsen;1
5506;Adelebsen;1
5507;Ebergötzen;1
5508;Gleichen-Rittmarshausen;1
5509;Rosdorf Kr Göttingen;1
551;Göttingen;1
5520;Braunlage;1
5521;Herzberg am Harz;1
5522;Osterode am Harz;1
5523;Bad Sachsa;1
5524;Bad Lauterberg im Harz;1
5525;Walkenried;1
5527;Duderstadt;1
5528;Gieboldehausen;1
5529;Rhumspringe;1
5531;Holzminden;1
5532;Stadtoldendorf;1
5533;Bodenwerder;1
5534;Eschershausen a d Lenne;1
5535;Polle;1
5536;Holzminden-Neuhaus;1
5541;Hann. Münden;1
5542;Witzenhausen;1
5543;Staufenberg Niedersachs;1
5544;Reinhardshagen;1
5545;Hedemünden;1
5546;Scheden;1
5551;Northeim;1
5552;Katlenburg;1
5553;Kalefeld;1
5554;Moringen;1
5555;Moringen-Fredelsloh;1
5556;Lindau Harz;1
5561;Einbeck;1
5562;Dassel-Markoldendorf;1
5563;Kreiensen;1
5564;Dassel;1
5565;Einbeck-Wenzen;1
5571;Uslar;1
5572;Bodenfelde;1
5573;Uslar-Volpriehausen;1
5574;Oberweser;1
5582;Sankt Andreasberg;1
5583;Braunlage-Hohegeiss;1
5584;Hattorf am Harz;1
5585;Herzberg-Sieber;1
5586;Wieda;1
5592;Gleichen-Bremke;1
5593;Bovenden-Lenglern;1
5594;Bovenden-Reyershausen;1
5601;Schauenburg;1
5602;Hessisch Lichtenau;1
5603;Gudensberg;1
5604;Grossalmerode;1
5605;Kaufungen Hess;1
5606;Zierenberg;1
5607;Fuldatal;1
5608;Söhrewald;1
5609;Ahnatal;1
561;Kassel;1
5621;Bad Wildungen;1
5622;Fritzlar;1
5623;Edertal;1
5624;Bad Emstal;1
5625;Naumburg Hess;1
5626;Bad Zwesten;1
5631;Korbach;1
5632;Willingen Upland;1
5633;Diemelsee;1
5634;Waldeck-Sachsenhausen;1
5635;Vöhl;1
5636;Lichtenfels-Goddelsheim;1
5641;Warburg;1
5642;Warburg-Scherfede;1
5643;Borgentreich;1
5644;Willebadessen-Peckelsheim;1
5645;Borgentreich-Borgholz;1
5646;Willebadessen;1
5647;Lichtenau-Kleinenberg;1
5648;Brakel-Gehrden;1
5650;Cornberg;1
5651;Eschwege;1
5652;Bad Sooden-Allendorf;1
5653;Sontra;1
5654;Herleshausen;1
5655;Wanfried;1
5656;Waldkappel;1
5657;Meissner;1
5658;Wehretal;1
5659;Ringgau;1
5661;Melsungen;1
5662;Felsberg Hess;1
5663;Spangenberg;1
5664;Morschen;1
5665;Guxhagen;1
5671;Hofgeismar;1
5672;Bad Karlshafen;1
5673;Immenhausen Hess;1
5674;Grebenstein;1
5675;Trendelburg;1
5676;Liebenau Hess;1
5677;Calden-Westuffeln;1
5681;Homberg Efze;1
5682;Borken Hessen;1
5683;Wabern Hess;1
5684;Frielendorf;1
5685;Knüllwald;1
5686;Schwarzenborn Knüll;1
5691;Bad Arolsen;1
5692;Wolfhagen;1
5693;Volkmarsen;1
5694;Diemelstadt;1
5695;Twistetal;1
5696;Bad Arolsen-Landau;1
5702;Petershagen-Lahde;1
5703;Hille;1
5704;Petershagen-Friedewalde;1
5705;Petershagen-Windheim;1
5706;Porta Westfalica;1
5707;Petershagen Weser;1
571;Minden Westf;1
5721;Stadthagen;1
5722;Bückeburg;1
5723;Bad Nenndorf;1
5724;Obernkirchen;1
5725;Lindhorst b Stadthagen;1
5726;Wiedensahl;1
5731;Bad Oeynhausen;1
5732;Löhne;1
5733;Vlotho;1
5734;Bergkirchen Westf;1
5741;Lübbecke;1
5742;Preussisch Oldendorf;1
5743;Espelkamp-Gestringen;1
5744;Hüllhorst;1
5745;Stemwede-Levern;1
5746;Rödinghausen;1
5751;Rinteln;1
5752;Auetal-Hattendorf;1
5753;Auetal-Bernsen;1
5754;Extertal-Bremke;1
5755;Kalletal-Varenholz;1
5761;Stolzenau;1
5763;Uchte;1
5764;Steyerberg;1
5765;Raddestorf;1
5766;Rehburg-Loccum;1
5767;Warmsen;1
5768;Petershagen-Heimsen;1
5769;Steyerberg-Voigtei;1
5771;Rahden Westf;1
5772;Espelkamp;1
5773;Stemwede-Wehdem;1
5774;Wagenfeld-Ströhen;1
5775;Diepenau;1
5776;Preussisch Ströhen;1
5777;Diepenau-Essern;1
5802;Wrestedt;1
5803;Rosche;1
5804;Rätzlingen Kr Uelzen;1
5805;Oetzen;1
5806;Barum b Bad Bevensen;1
5807;Altenmedingen;1
5808;Gerdau;1
581;Uelzen;1
5820;Suhlendorf;1
5821;Bad Bevensen;1
5822;Ebstorf;1
5823;Bienenbüttel;1
5824;Bad Bodenteich;1
5825;Wieren;1
5826;Suderburg;1
5827;Unterlüß;1
5828;Himbergen;1
5829;Wriedel;1
5831;Wittingen;1
5832;Hankensbüttel;1
5833;Brome;1
5834;Wittingen-Knesebeck;1
5835;Wahrenholz;1
5836;Wittingen-Radenbeck;1
5837;Sprakensehl;1
5838;Gross Oesingen;1
5839;Wittingen-Ohrdorf;1
5840;Schnackenburg;1
5841;Lüchow Wendland;1
5842;Schnega;1
5843;Wustrow Wendland;1
5844;Clenze;1
5845;Bergen Dumme;1
5846;Gartow Niedersachs;1
5848;Trebel;1
5849;Waddeweitz;1
5850;Neetze;1
5851;Dahlenburg;1
5852;Bleckede;1
5853;Neu Darchau;1
5854;Bleckede-Barskamp;1
5855;Nahrendorf;1
5857;Bleckede-Brackede;1
5858;Hitzacker-Wietzetze;1
5859;Thomasburg;1
5861;Dannenberg Elbe;1
5862;Hitzacker Elbe;1
5863;Zernien;1
5864;Jameln;1
5865;Gusborn;1
5872;Stoetze;1
5873;Eimke;1
5874;Soltendieck;1
5875;Emmendorf;1
5882;Gorleben;1
5883;Lemgow;1
5901;Fürstenau b Bramsche;1
5902;Freren;1
5903;Emsbüren;1
5904;Lengerich Emsl;1
5905;Beesten;1
5906;Lünne;1
5907;Geeste;1
5908;Wietmarschen-Lohne;1
5909;Wettrup;1
591;Lingen (Ems);1
5921;Nordhorn;1
5922;Bad Bentheim;1
5923;Schüttorf;1
5924;Bad Bentheim-Gildehaus;1
5925;Wietmarschen;1
5926;Engden;1
5931;Meppen;1
5932;Haren Ems;1
